Job Title,Job Type,Company Name,Posted Date,Cities,States,Start Date,Duration,Numer of Openings,Late date to apply,Stipend_num
SOCIAL MEDIA HANDLING SUCCESS STORIES UNDER NULM PAYYOLI,Full Time,Payyoli municipality,2024-06-29 00:00:00,Calicut,Kerala,Immediately,2 Months,1,2024-07-27 00:00:00,8000.0
"NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT, SELF EMPLOYEMENT PROGRAMME",Full Time,Payyoli municipality,2024-06-29 00:00:00,Calicut,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,8000.0
TULIP INTERNS UNDER DAY-NULM PROGRAMME,Full Time,RAMANATTUKARA MUNCIPALITY,2024-07-01 00:00:00,Calicut,Kerala,Immediately,2 Months,3,2024-10-31 00:00:00,8000.0
SMID - STUDY ON NHG -  FORMATION AND REASONS FOR INACTIVE NHG,Full Time,paravur municipality,2024-07-01 00:00:00,Quilon,Kerala,Immediately,2 Months,1,2024-08-06 00:00:00,8000.0
SEP- STUDY ON MICRO ENTERPRISE STARTED UNDER DAY NULM SCHEME AND KUDUMBASHREE- SOUTH PARAVOOR MUNICIPALITY,Full Time,paravur municipality,2024-07-02 00:00:00,Quilon,Kerala,Immediately,2 Months,1,2024-07-31 00:00:00,8000.0
DAY-NULM INTERNSHIP -MUKKAM,Full Time,MUKKAM MUNICIPALITY,2024-07-02 00:00:00,Calicut,Kerala,Immediately,2 Months,2,2024-08-15 00:00:00,8000.0
SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,PATHANAMTHITTA MUNICIPALITY,2024-07-02 00:00:00,Pathanamthitta,Kerala,Immediately,2 Months,1,2024-07-09 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,PATHANAMTHITTA MUNICIPALITY,2024-07-02 00:00:00,Pathanamthitta,Kerala,Immediately,2 Months,1,2024-07-09 00:00:00,8000.0
SUSV-  IMPACT OF PMSVANIDHI SCHEME AND SVANIDHI SE SAMRUDHI SCHEME ON  STREET VENDORS  AND THEIR PRESENT STATUS IN PATHANAMTHITTA MUNICIPALITY,Full Time,PATHANAMTHITTA MUNICIPALITY,2024-07-02 00:00:00,Pathanamthitta,Kerala,Immediately,2 Months,1,2024-07-09 00:00:00,8000.0
DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,Piravom Municipality,2024-07-02 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-05 00:00:00,5000.0
DAY NULM SUPPORT TO URBAN STREET VENDORS,Full Time,Piravom Municipality,2024-07-02 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-05 00:00:00,5000.0
DAY NULM SELF EMPLOYMENT PROGRAMME,Full Time,Piravom Municipality,2024-07-02 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-05 00:00:00,5000.0
DAY NULM SELF EMPLOYMENT PROGRAMME AND URBAN POOR,Full Time,Piravom Municipality,2024-07-02 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-05 00:00:00,5000.0
SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Vadakara municipality,2024-07-03 00:00:00,Calicut,Kerala,Immediately,2 Months,2,2024-07-27 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,Vadakara municipality,2024-07-03 00:00:00,Calicut,Kerala,Immediately,2 Months,1,2024-07-27 00:00:00,8000.0
STUDY ON STREET VENDORS,Full Time,Vadakara municipality,2024-07-03 00:00:00,Calicut,Kerala,Immediately,2 Months,1,2024-07-27 00:00:00,8000.0
"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,Angamali  Municipality,2024-07-04 00:00:00,Angamali,Kerala,Immediately,2 Months,3,2024-08-06 00:00:00,8000.0
"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,HARIPAD MUNICIPALITY,2024-07-04 00:00:00,Alleppey,Kerala,Immediately,2 Months,3,2024-08-31 00:00:00,8000.0
NULM - SELF EMPLOYMENT PROGRAM  AND  ITS ROLE IN LIVELIHOOD PROMOTION,Full Time,Kattappana Municipality,2024-07-04 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-10 00:00:00,8000.0
"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,Pandalam Municipality,2024-07-04 00:00:00,Pathanamthitta,Kerala,Immediately,2 Months,3,2024-09-15 00:00:00,8000.0
NULM - PRIME MINISTER STREET VENDORS ATMANIRBHAR NIDHI SCHEME AND ITS ROLE IN ECONOMIC UPLIFT OF STREET VENDORS,Full Time,Kattappana Municipality,2024-07-04 00:00:00,All,Kerala,Immediately,2 Months,1,2024-09-27 00:00:00,8000.0
SOCIAL WORK INTERN,Full Time,ASULMS NAGAON,2024-07-04 00:00:00,Nagaon,Assam,Immediately,2 Months,1,2024-07-08 00:00:00,5000.0
DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,KOTHAMANGALAM MUNICIPALITY,2024-07-05 00:00:00,Kochi,Kerala,Immediately,2 Months,1,2024-07-09 00:00:00,5000.0
"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Part Time,CITY MUNICIPAL COUNCIL JAMKHANDI,2024-07-05 00:00:00,Jamkhandi,Karnataka,Immediately,2 Months,3,2024-07-09 00:00:00,5000.0
SUPPORT TO STREET VENDORS,Part Time,CITY MUNICIPAL COUNCIL JAMKHANDI,2024-07-05 00:00:00,Jamkhandi,Karnataka,Immediately,2 Months,3,2024-07-09 00:00:00,5000.0
SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Part Time,CITY MUNICIPAL COUNCIL JAMKHANDI,2024-07-05 00:00:00,Jamkhandi,Karnataka,Immediately,2 Months,4,2024-07-09 00:00:00,5000.0
DAY NULM SELF EMPLOYMENT PROGRAMME,Full Time,KOTHAMANGALAM MUNICIPALITY,2024-07-05 00:00:00,Kochi,Kerala,Immediately,2 Months,1,2024-07-09 00:00:00,5000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Thalassery Municipality,2024-07-05 00:00:00,Tellicherry,Kerala,Immediately,2 Months,1,2024-07-10 00:00:00,8000.0
DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,Piravom Municipality,2024-07-06 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-09 00:00:00,5000.0
SELF EMPLOYMENT PROGRAMME,Full Time,SULTHAN BATHERY MUNCIPALITY,2024-07-06 00:00:00,Kalpatta,Kerala,Immediately,2 Months,1,2024-07-31 00:00:00,8000.0
SMID-A STUDY ON UTILISATION OF ADS RF AND NHG RF OF SULTHAN BATHERY MUNICIPALITY,Full Time,SULTHAN BATHERY MUNCIPALITY,2024-07-06 00:00:00,Kalpatta,Kerala,Immediately,2 Months,1,2024-07-31 00:00:00,8000.0
DAYNULM INTERN,Part Time,Town Municipal Council Kustagi,2024-07-06 00:00:00,Kustagi,Karnataka,Immediately,3 Months,1,2024-07-11 00:00:00,5000.0
NULM SMID-SOCIAL MOBILIZATION AND INSTITUTION DEVELOPMENT,Full Time,ETTUMANOOR MUNICIPALITY,2024-07-06 00:00:00,Kottayam,Kerala,Immediately,2 Months,1,2024-07-14 00:00:00,8000.0
NULM,Full Time,ETTUMANOOR MUNICIPALITY,2024-07-06 00:00:00,Kottayam,Kerala,Immediately,2 Months,1,2024-07-14 00:00:00,8000.0
NULM - PMSVANIDHI,Full Time,ETTUMANOOR MUNICIPALITY,2024-07-06 00:00:00,Kottayam,Kerala,Immediately,2 Months,1,2024-07-14 00:00:00,8000.0
SUPPORT TO URBAN STREET VENDORS : SUSV NULM - KOYILANDY MUNICIPALITY,Full Time,KOYILANDY MUNICIPALITY,2024-07-07 00:00:00,Calicut,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,8000.0
STREET VENDORS REHABILITATION - KOYILANDY ULB,Full Time,KOYILANDY MUNICIPALITY,2024-07-07 00:00:00,Calicut,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,8000.0
SOCIAL MEDIA HANDLING SUCCESS STORIES KUDUMBASHRE NULM  KOYILANDY ULB,Full Time,KOYILANDY MUNICIPALITY,2024-07-07 00:00:00,Calicut,Kerala,Immediately,2 Months,1,2024-08-07 00:00:00,8000.0
"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,Alappuzha Municipality,2024-07-08 00:00:00,Alappuzha,Kerala,Immediately,2 Months,3,2024-07-18 00:00:00,8000.0
IMPACT STUDY OF NULM IN LIVELIHOOD SECTOR,Full Time,Kozhikode Municipal Corporation,2024-07-08 00:00:00,Calicut,Kerala,Immediately,2 Months,2,2024-07-20 00:00:00,8000.0
SMID - STUDY ON NHG -  FORMATION AND REASONS FOR INACTIVE NHG,Full Time,KOTTARAKKARA MUNICIPALIY,2024-07-08 00:00:00,Quilon,Kerala,Immediately,2 Months,1,2024-08-08 00:00:00,8000.0
"SEP- MICRO ENTERPRISE FORMED USING NULM FUND, CEF & PMFME - PRESENT STATUS STUDY- KOTARAKKARA MUNICIPALITY",Full Time,KOTTARAKKARA MUNICIPALIY,2024-07-08 00:00:00,Quilon,Kerala,Immediately,2 Months,1,2024-08-03 00:00:00,8000.0
SUSV-  PMSVANIDHI LOAN IMPACT ON STREET VENDORS  AND THEIR PRESENT STATUS- KOTARAKKARA MUNICIPALITY,Full Time,KOTTARAKKARA MUNICIPALIY,2024-07-08 00:00:00,Quilon,Kerala,Immediately,2 Months,1,2024-08-08 00:00:00,8000.0
SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Sreekandapuram municipality,2024-07-09 00:00:00,Kannur,Kerala,Immediately,2 Months,1,2024-07-20 00:00:00,8000.0
PM SVANIDHI SOCIO ECONOMIC CHANGES IN STREET VENDORS,Full Time,Sreekandapuram municipality,2024-07-09 00:00:00,Kannur,Kerala,Immediately,2 Months,1,2024-07-20 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Sreekandapuram municipality,2024-07-09 00:00:00,Kannur,Kerala,Immediately,2 Months,1,2024-07-20 00:00:00,8000.0
SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Nileshwar Municipality,2024-07-09 00:00:00,Kasaragod,Kerala,Immediately,2 Months,2,2024-07-29 00:00:00,8000.0
PM SVANIDHI INTERNSHIP,Full Time,Town Municipal Council Terdal,2024-07-09 00:00:00,Terdal,Karnataka,Immediately,2 Months,5,2024-07-20 00:00:00,5000.0
SELF EMPLOYMENT PROGRAMME : SEP NULM,Full Time,Nileshwar Municipality,2024-07-09 00:00:00,Kasaragod,Kerala,Immediately,2 Months,1,2024-07-22 00:00:00,8000.0
STREET VENDOR,Full Time,Nileshwar Municipality,2024-07-09 00:00:00,Kasaragod,Kerala,Immediately,2 Months,1,2024-07-22 00:00:00,8000.0
DAY -NULM,Full Time,Town Municiple Council Harugeri,2024-07-09 00:00:00,Harugeri,Karnataka,Immediately,8 Weeks,4,2024-09-15 00:00:00,5000.0
"INTERN FOR URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Part Time,"TOWN MUNICIPAL COUNCIL, SANKESHWAR",2024-07-10 00:00:00,Sankeshwar,Karnataka,Immediately,3 Months,1,2024-07-15 00:00:00,5000.0
DAYNULM INTERN,Full Time,TP Sargur,2024-07-11 00:00:00,Mysore,Karnataka,Immediately,3 Months,1,2024-07-15 00:00:00,1667.0
UTILISATION OF ADS- NHG REVOLVING FUND IN NHGS,Full Time,Kalpetta Municipality,2024-07-11 00:00:00,Kalpatta,Kerala,Immediately,2 Months,1,2024-07-17 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME,Full Time,Kalpetta Municipality,2024-07-11 00:00:00,Kalpatta,Kerala,Immediately,2 Months,1,2024-07-17 00:00:00,8000.0
"NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,STREET VENDING,SELF EMPLOYMENT PROGRAMMES.",Full Time,MANJERI MUNICIPALITY,2024-07-11 00:00:00,Manjeri,Kerala,Immediately,2 Months,2,2024-07-19 00:00:00,8000.0
SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Kottayam Municipality,2024-07-15 00:00:00,Kottayam,Kerala,Immediately,2 Months,3,2024-07-20 00:00:00,8000.0
DAY-NULM,Full Time,Thrikkakara Municipality,2024-07-15 00:00:00,Kochi,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,8000.0
SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Panoor Municipality,2024-07-18 00:00:00,Cannanore,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Panoor Municipality,2024-07-18 00:00:00,Cannanore,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,8000.0
SUPPORT TO URBAN STREET VENDORS,Full Time,Adoor Municipality,2024-07-18 00:00:00,All,Kerala,Immediately,2 Months,1,2024-08-21 00:00:00,8000.0
"SMID - STUDY ON NHG -  FUNCTIONING,BOOK KEEPING,UTILISATION OF RF-ADS AND NHG-FORMATION OF ENTERPRISES USING RF.",Full Time,Adoor Municipality,2024-07-18 00:00:00,All,Kerala,Immediately,2 Months,1,2024-08-21 00:00:00,8000.0
"SEP- MICRO ENTERPRISE FORMED USING NULM FUND, CEF & PMFME - PRESENT STATUS STUDY- ADOOR MUNICIPALITY",Full Time,Adoor Municipality,2024-07-18 00:00:00,All,Kerala,Immediately,2 Months,1,2024-08-21 00:00:00,8000.0
UTILISATION OF ADS- NHG REVOLVING FUND IN NHGS,Full Time,Kalpetta Municipality,2024-07-20 00:00:00,Kalpatta,Kerala,Immediately,2 Months,1,2024-07-20 00:00:00,8000.0
DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,Town Panchayath Kanakagiri,2024-07-20 00:00:00,Kanakagiri,Karnataka,Immediately,3 Months,5,2024-07-26 00:00:00,1667.0
DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,TP Yelburga,2024-07-20 00:00:00,Yelburga,Karnataka,Immediately,3 Months,4,2024-07-26 00:00:00,1667.0
SOCIAL EXPERT (DAY-NULM) JULY-2024,Full Time,NAGPUR MUNICIPAL CORPORATION NAGPUR,2024-07-22 00:00:00,Nagpur,Maharashtra,Immediately,6 Months,10,2024-08-01 00:00:00,5000.0
DAY NULM SELF EMPLOYMENT PROGRAMME,Full Time,Piravom Municipality,2024-07-22 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-30 00:00:00,5000.0
DAY NULM SUPPORT TO URBAN SREET VENDORS,Full Time,Piravom Municipality,2024-07-22 00:00:00,All,Kerala,Immediately,2 Months,1,2024-07-30 00:00:00,5000.0
DAYNULM INTERNS SOCIAL MOBILISATION AND INSTITUITIONAL DEVELOPMENT SEP SELF EMPLOYMENT PROGRAMME STREET VENDING,Full Time,Nilambur Municipality,2024-07-22 00:00:00,Nilambar,Kerala,Immediately,2 Months,2,2024-08-02 00:00:00,8000.0
DAY - NULM SUPPORT TO URBAN STREET VENDORS,Full Time,KOTHAMANGALAM MUNICIPALITY,2024-07-23 00:00:00,Kochi,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,5000.0
TRAINING OF SKILL DEVELOPMENT,Full Time,Town Panchayat Tavaragera,2024-07-23 00:00:00,Tavaragera,Karnataka,Immediately,3 Months,5,2024-08-06 00:00:00,5000.0
SMID-A STUDY ON UTILISATION OF ADS RF AND NHG RF OF SULTHAN BATHERY MUNICIPALITY..,Full Time,SULTHAN BATHERY MUNCIPALITY,2024-07-24 00:00:00,Kalpatta,Kerala,Immediately,2 Months,1,2024-07-25 00:00:00,8000.0
SMID- STUDY ON UTILISATION OF ADS AND NHG REVOLVING FUNDS,Full Time,Kalpetta Municipality,2024-07-24 00:00:00,Kalpatta,Kerala,Immediately,2 Months,2,2024-07-24 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Kalpetta Municipality,2024-07-24 00:00:00,Kalpatta,Kerala,Immediately,2 Months,1,2024-07-24 00:00:00,8000.0
DAY NULM IMPACT STUDY ON SELF EMPLOYMENT PROGRAM,Full Time,Chengannur Municipality,2024-07-24 00:00:00,Alleppey,Kerala,Immediately,2 Months,1,2024-07-28 00:00:00,8000.0
INTERN FOR LIVELIHOOD AND SOCIAL ENTREPRENEURSHIP,Full Time,Thrissur Municipal Corporation,2024-07-24 00:00:00,Thrissur,Kerala,Immediately,2 Months,2,2024-07-28 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Kollam Municipal Corporation,2024-07-25 00:00:00,Kollam,Kerala,Immediately,2 Months,1,2024-08-05 00:00:00,8000.0
"TOWN VENDING COMMITTEE - CONSTITUTION, POWERS AND FUNCTIONS OF KOLLAM CORPORATION",Full Time,Kollam Municipal Corporation,2024-07-25 00:00:00,Kollam,Kerala,Immediately,2 Months,1,2024-08-05 00:00:00,8000.0
NULM - SELF EMPLOYMENT PROGRAM  AND  ITS ROLE IN LIVELIHOOD PROMOTION,Full Time,Thodupuzha Municipality,2024-07-25 00:00:00,Todupulai,Kerala,Immediately,2 Months,1,2024-10-15 00:00:00,8000.0
NULM - PRIME MINISTER STREET VENDORS ATMANIRBHAR NIDHI SCHEME AND ITS ROLE IN ECONOMIC UPLIFT OF STREET VENDORS,Full Time,Thodupuzha Municipality,2024-07-25 00:00:00,Todupulai,Kerala,Immediately,2 Months,1,2024-09-27 00:00:00,8000.0
NULM- SOCIAL MOBILIZATION AND INSTITUTIONAL DEVELOPMENT COMPONENT  IMPACT ON WOMEN EMPOWERMENT,Full Time,Thodupuzha Municipality,2024-07-25 00:00:00,Todupulai,Kerala,Immediately,2 Months,1,2024-09-27 00:00:00,8000.0
TULIP INTERSHIP ON NULM NORTH PARAVUR,Full Time,North Paravur Municipality,2024-07-25 00:00:00,Kochi,Kerala,Immediately,2 Months,3,2024-07-29 00:00:00,8000.0
NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,Karunagapally Municipality,2024-07-25 00:00:00,Karunagapalli,Kerala,Immediately,2 Months,1,2024-10-31 00:00:00,8000.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Karunagapally Municipality,2024-07-25 00:00:00,Karunagapalli,Kerala,Immediately,2 Months,1,2024-10-31 00:00:00,8000.0
DAY NULM SELF EMPLOYMENT PROGRAMME,Full Time,Karunagapally Municipality,2024-07-25 00:00:00,Karunagapalli,Kerala,Immediately,2 Months,1,2024-10-31 00:00:00,8000.0
"DAY NULM IMPACT STUDY ON SMID, SEP, EST&P, SUSV AND SUH PROGRAMME",Full Time,TOWN MUNICIPAL COUNCIL Maski,2024-07-25 00:00:00,Maski,Karnataka,Immediately,8 Weeks,1,2024-09-04 00:00:00,5000.0
"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP & SUSV",Full Time,TOWN MUNICIPAL COUNCIL Maski,2024-07-26 00:00:00,Maski,Karnataka,Immediately,8 Weeks,2,2024-09-03 00:00:00,5000.0
SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Kannur Municipal Corporation,2024-07-26 00:00:00,Kannur,Kerala,Immediately,2 Months,1,2024-08-28 00:00:00,8000.0
STREET VENDOR,Full Time,Kannur Municipal Corporation,2024-07-26 00:00:00,Kannur,Kerala,Immediately,2 Months,1,2024-08-28 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Kannur Municipal Corporation,2024-07-26 00:00:00,Kannur,Kerala,Immediately,2 Months,1,2024-08-28 00:00:00,8000.0
PM SVANIDHI,Full Time,Guruvayur Municipality,2024-07-27 00:00:00,Guruvayur,Kerala,Immediately,2 Months,1,2024-08-03 00:00:00,8000.0
"NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,STREET VENDING,SELF EMPLOYMENT PROGRAMMES.",Full Time,IRITTY MUNICIPALITY,2024-07-27 00:00:00,Cannanore,Kerala,Immediately,2 Months,3,2024-08-08 00:00:00,8000.0
KOLLAM CORPORATION - SMID -SUH - KARICODE THARVAD SHELTER,Full Time,Kollam Municipal Corporation,2024-07-29 00:00:00,Kollam,Kerala,Immediately,2 Months,1,2024-08-05 00:00:00,8000.0
PM SVANIDHI,Full Time,Thalassery Municipality,2024-07-29 00:00:00,Tellicherry,Kerala,Immediately,2 Months,1,2024-07-31 00:00:00,8000.0
DAY NULM AND PMSVANIDHI,Full Time,Town Panchayat Alnavar,2024-07-30 00:00:00,Dharwad,Karnataka,Immediately,2 Months,3,2024-07-30 00:00:00,2500.0
DAYNULM INTERNS SOCIAL MOBILISATION AND INSTITUITIONAL DEVELOPMENT SEP SELF EMPLOYMENT PROGRAMME STREET VENDING,Part Time,TOWN MUNICIPAL COUNCIL Maski,2024-07-30 00:00:00,Maski,Karnataka,Immediately,8 Weeks,2,2024-09-02 00:00:00,5000.0
DAYNULM INTERNS SOCIAL MOBILISATION AND INSTITUITIONAL DEVELOPMENT SEP SELF EMPLOYMENT PROGRAMME STREET VENDING,Full Time,TOWN MUNICIPAL COUNCIL Maski,2024-07-30 00:00:00,Maski,Karnataka,Immediately,8 Weeks,1,2024-09-05 00:00:00,5000.0
PM SVANIDHI INTERNSHIP,Full Time,CITY MUNICIPAL COUNCIL Gangavati,2024-08-01 00:00:00,Gangavathi,Karnataka,Immediately,3 Months,22,2024-08-12 00:00:00,5000.0
DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,Town Municipal Council Kustagi,2024-08-02 00:00:00,Kustagi,Karnataka,Immediately,3 Months,2,2024-08-09 00:00:00,1667.0
THE URBAN LEARNING INTERNSHIP PROGRAM (TULIP),Part Time,TMC Guledgudda,2024-08-03 00:00:00,Guledagudda,Karnataka,Immediately,2 Months,5,2024-08-16 00:00:00,2500.0
DAYNULM INTERN,Full Time,Malegaon Municipal Corporation,2024-08-08 00:00:00,Malegaon,Maharashtra,Immediately,3 Months,1,2024-08-19 00:00:00,6000.0
DEENADAYAL ANTODAYA YOJANA NATIONAL URBAN LIVELIHOOD MISSION DAY NULM,Part Time,TP Yelburga,2024-08-08 00:00:00,Yelburga,Karnataka,Immediately,3 Months,4,2024-08-20 00:00:00,1667.0
DAY NULM INTERNSHIP,Part Time,Town Panchayat Tavaragera,2024-08-08 00:00:00,Tavaragera,Karnataka,Immediately,3 Months,5,2024-08-23 00:00:00,1667.0
DEENADAYAL ANTODAYA YOJANA NATIONAL URBAN LIVELIHOOD MISSION DAY NULM,Full Time,Town Panchayath Kanakagiri,2024-08-08 00:00:00,Kanakagiri,Karnataka,Immediately,3 Months,5,2024-08-17 00:00:00,1667.0
DAY-NULM,Full Time,Town Panchayat Alnavar,2024-08-12 00:00:00,Dharwad,Karnataka,Immediately,3 Months,3,2024-08-14 00:00:00,5000.0
DAY NULM,Full Time,Town Panchayat Alnavar,2024-08-12 00:00:00,Dharwad,Karnataka,Immediately,3 Months,3,2024-08-15 00:00:00,2500.0
INTERSHIP UNDER DAY NULM,Full Time,"TOWN MUNICIPAL COUNCIL, HUKKERI",2024-08-12 00:00:00,Belagavi,Karnataka,Immediately,2 Months,7,2024-09-12 00:00:00,2500.0
INTERSHIP UNDER DAY NULM,Full Time,"TOWN MUNICIPAL COUNCIL, HUKKERI",2024-08-12 00:00:00,Belagavi,Karnataka,Immediately,2 Months,7,2024-08-14 00:00:00,2500.0
DAY NULM AND PM SVANIDHI INTERNSHIP,Part Time,TP Bhagyanagar,2024-08-13 00:00:00,Bhagyanagar,Karnataka,Immediately,3 Months,3,2024-08-20 00:00:00,1667.0
NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Part Time,Town Panchayath Nayakanahatti,2024-08-13 00:00:00,Nayakanahatti,Karnataka,Immediately,8 Months,1,2024-08-20 00:00:00,5000.0
NULM - SOCIAL MOBILISATION AND INSTITUTION BUILDING,Full Time,Karunagapally Municipality,2024-08-17 00:00:00,Karunagapalli,Kerala,Immediately,2 Months,1,2024-09-01 00:00:00,8000.0
NULM PM SVANIDHI INTERNSHIP,Full Time,Karunagapally Municipality,2024-08-17 00:00:00,Karunagapalli,Kerala,Immediately,2 Months,1,2024-09-01 00:00:00,8000.0
SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Karunagapally Municipality,2024-08-17 00:00:00,Karunagapalli,Kerala,Immediately,2 Months,1,2024-09-01 00:00:00,8000.0
04,Part Time,Town Municipal Council Terdal,2024-08-17 00:00:00,Terdal,Karnataka,Immediately,2 Months,5,2024-08-17 00:00:00,5.0
DAY NULM INTERN FOR SOCIAL MEDIA PROMOTION OF THE MISSION,Full Time,Kaup TMC,2024-08-19 00:00:00,Kaup,Karnataka,Immediately,3 Months,5,2024-08-31 00:00:00,8333.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Town Municipal Council BasavanaBagewadi,2024-08-19 00:00:00,BasavanaBagewadi,Karnataka,Immediately,3 Months,3,2024-10-08 00:00:00,1667.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Town Panchayat Chadchan,2024-08-19 00:00:00,Vijayapura,Karnataka,Immediately,3 Months,1,2024-09-07 00:00:00,1667.0
DAY NULM AND PMSVANIDHI,Full Time,Town Panchayat Alnavar,2024-08-19 00:00:00,Dharwad,Karnataka,Immediately,3 Months,3,2024-08-19 00:00:00,2500.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Town Panchayat Devarahipparagi,2024-08-19 00:00:00,Vijapura,Karnataka,Immediately,3 Months,1,2024-11-05 00:00:00,1667.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Town Municipal Council Indi,2024-08-19 00:00:00,Indi,Karnataka,Immediately,3 Months,4,2024-09-17 00:00:00,1667.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,TOWN PANCHAYAT MANAGULI,2024-08-19 00:00:00,Managuli,Karnataka,Immediately,3 Months,2,2024-09-07 00:00:00,1667.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Deparment Directorate of Muncipal Admistration,2024-08-19 00:00:00,Nalatawad,Karnataka,Immediately,3 Months,1,2024-11-07 00:00:00,1667.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,TMC SINDAGI,2024-08-19 00:00:00,Sindagi,Karnataka,Immediately,3 Months,4,2024-10-14 00:00:00,1667.0
DAY-NULM/PM SVANIDHI INTERN,Full Time,Town Municipal Council Talikote,2024-08-19 00:00:00,Talikote,Karnataka,Immediately,3 Months,2,2024-09-21 00:00:00,1667.0
SMID-IMPACT OF ADS REVOLVING FUND IN ADS AND NHG ACTIVITIES.,Full Time,Town Panchyath Jagalur,2024-08-20 00:00:00,Jagalur,Karnataka,Immediately,2 Months,2,2024-08-27 00:00:00,5000.0
"DAY NULM IMPACT STUDY ON SMID, SEP, EST&P, SUSV AND SUH PROGRAMME",Full Time,Town Municipal Council Mudgal,2024-08-20 00:00:00,Mudgal,Karnataka,Immediately,8 Weeks,1,2025-01-18 00:00:00,5000.0
